
NUMBER,DRIVER_NUMBER,LAP_NUMBER,LAP_TIME,LAP_IMPROVEMENT,CROSSING_FINISH_LINE_IN_PIT,S1,S1_IMPROVEMENT,S2,S2_IMPROVEMENT,S3,S3_IMPROVEMENT,KPH,ELAPSED,HOUR,S1_LARGE,S2_LARGE,S3_LARGE,TOP_SPEED,DRIVER_NAME,PIT_TIME,CLASS,GROUP,TEAM,MANUFACTURER,FLAG_AT_FL,Unnamed: 26
77,1,129,1:24.269,0,,10.178,0,44.360,0,29.731,0,174.6,3:18:40.457,15:29:25.032,0:10.178,0:44.360,0:29.731,,Julien Andlauer,,GTDPRO,,AO Racing,Porsche,GF,
77,1,130,1:27.102,0,,10.327,0,47.524,0,29.251,0,168.9,3:20:07.559,15:30:52.134,0:10.327,0:47.524,0:29.251,,Julien Andlauer,,GTDPRO,,AO Racing,Porsche,GF,
77,1,131,1:23.350,0,,9.905,0,44.670,0,28.775,0,176.6,3:21:30.909,15:32:15.484,0:09.905,0:44.670,0:28.775,,Julien Andlauer,,GTDPRO,,AO Racing,Porsche,GF,
77,1,132,1:23.906,0,,10.555,0,44.800,0,28.551,0,175.4,3:22:54.815,15:33:39.390,0:10.555,0:44.800,0:28.551,,Julien Andlauer,,GTDPRO,,AO Racing,Porsche,GF,
77,1,133,1:21.665,0,,9.814,0,43.239,0,28.612,0,180.2,3:24:16.480,15:35:01.055,0:09.814,0:43.239,0:28.612,,Julien Andlauer,,GTDPRO,,AO Racing,Porsche,GF,
77,1,134,1:21.694,0,,10.089,0,43.246,0,28.359,0,180.1,3:25:38.174,15:36:22.749,0:10.089,0:43.246,0:28.359,,Julien Andlauer,,GTDPRO,,AO Racing,Porsche,GF,
77,1,135,1:21.629,0,,9.878,0,43.252,0,28.499,0,180.3,3:26:59.803,15:37:44.378,0:09.878,0:43.252,0:28.499,,Julien Andlauer,,GTDPRO,,AO Racing,Porsche,GF,
77,1,136,1:22.476,0,,9.878,0,44.057,0,28.541,0,178.4,3:28:22.279,15:39:06.854,0:09.878,0:44.057,0:28.541,,Julien Andlauer,,GTDPRO,,AO Racing,Porsche,GF,
77,1,137,1:21.369,0,,9.859,0,43.199,0,28.311,0,180.9,3:29:43.648,15:40:28.223,0:09.859,0:43.199,0:28.311,,Julien Andlauer,,GTDPRO,,AO Racing,Porsche,GF,
77,1,138,1:21.144,0,,9.780,0,43.055,0,28.309,0,181.4,3:31:04.792,15:41:49.367,0:09.780,0:43.055,0:28.309,,Julien Andlauer,,GTDPRO,,AO Racing,Porsche,GF,
77,1,139,1:21.887,0,,9.767,0,43.286,0,28.834,0,179.7,3:32:26.679,15:43:11.254,0:09.767,0:43.286,0:28.834,,Julien Andlauer,,GTDPRO,,AO Racing,Porsche,GF,
77,1,140,1:30.207,0,B,9.914,0,43.428,0,36.865,0,163.1,3:33:56.886,15:44:41.461,0:09.914,0:43.428,0:36.865,,Julien Andlauer,,GTDPRO,,AO Racing,Porsche,GF,
77,2,141,2:28.098,0,,1:13.034,0,46.404,0,28.660,0,99.4,3:36:24.984,15:47:09.559,1:13.034,0:46.404,0:28.660,,Michael Christensen,0:01:16.888,GTDPRO,,AO Racing,Porsche,GF,
77,2,142,1:22.167,0,,9.982,0,43.461,0,28.724,0,179.1,3:37:47.151,15:48:31.726,0:09.982,0:43.461,0:28.724,,Michael Christensen,,GTDPRO,,AO Racing,Porsche,GF,
77,2,143,1:20.922,0,,9.738,0,42.706,0,28.478,0,181.9,3:39:08.073,15:49:52.648,0:09.738,0:42.706,0:28.478,,Michael Christensen,,GTDPRO,,AO Racing,Porsche,GF,
77,2,144,1:21.790,0,,9.749,0,43.595,0,28.446,0,179.9,3:40:29.863,15:51:14.438,0:09.749,0:43.595,0:28.446,,Michael Christensen,,GTDPRO,,AO Racing,Porsche,GF,
77,2,145,1:20.588,0,,9.599,0,42.719,0,28.270,0,182.6,3:41:50.451,15:52:35.026,0:09.599,0:42.719,0:28.270,,Michael Christensen,,GTDPRO,,AO Racing,Porsche,GF,
77,2,146,1:20.652,0,,9.639,0,42.515,0,28.498,0,182.5,3:43:11.103,15:53:55.678,0:09.639,0:42.515,0:28.498,,Michael Christensen,,GTDPRO,,AO Racing,Porsche,GF,
77,2,147,1:20.505,0,,9.696,0,42.510,0,28.299,0,182.8,3:44:31.608,15:55:16.183,0:09.696,0:42.510,0:28.299,,Michael Christensen,,GTDPRO,,AO Racing,Porsche,GF,
77,2,148,1:20.982,0,,9.988,0,42.649,0,28.345,0,181.7,3:45:52.590,15:56:37.165,0:09.988,0:42.649,0:28.345,,Michael Christensen,,GTDPRO,,AO Racing,Porsche,GF,
77,2,149,1:22.097,0,,9.663,0,44.092,0,28.342,0,179.2,3:47:14.687,15:57:59.262,0:09.663,0:44.092,0:28.342,,Michael Christensen,,GTDPRO,,AO Racing,Porsche,GF,
77,2,150,1:20.868,0,,9.649,0,42.771,0,28.448,0,182.0,3:48:35.555,15:59:20.130,0:09.649,0:42.771,0:28.448,,Michael Christensen,,GTDPRO,,AO Racing,Porsche,GF,
77,2,151,1:20.805,0,,9.696,0,42.688,0,28.421,0,182.1,3:49:56.360,16:00:40.935,0:09.696,0:42.688,0:28.421,,Michael Christensen,,GTDPRO,,AO Racing,Porsche,GF,
77,2,152,1:21.186,0,,9.750,0,42.926,0,28.510,0,181.3,3:51:17.546,16:02:02.121,0:09.750,0:42.926,0:28.510,,Michael Christensen,,GTDPRO,,AO Racing,Porsche,GF,
77,2,153,1:21.340,0,,9.995,0,42.859,0,28.486,0,180.9,3:52:38.886,16:03:23.461,0:09.995,0:42.859,0:28.486,,Michael Christensen,,GTDPRO,,AO Racing,Porsche,GF,
77,2,154,1:21.675,0,,9.824,0,43.271,0,28.580,0,180.2,3:54:00.561,16:04:45.136,0:09.824,0:43.271,0:28.580,,Michael Christensen,,GTDPRO,,AO Racing,Porsche,GF,
77,2,155,1:22.708,0,,10.269,0,44.097,0,28.342,0,177.9,3:55:23.269,16:06:07.844,0:10.269,0:44.097,0:28.342,,Michael Christensen,,GTDPRO,,AO Racing,Porsche,GF,
77,2,156,1:21.810,0,,9.869,0,43.537,0,28.404,0,179.9,3:56:45.079,16:07:29.654,0:09.869,0:43.537,0:28.404,,Michael Christensen,,GTDPRO,,AO Racing,Porsche,GF,
77,2,157,1:23.533,0,,9.815,0,44.314,0,29.404,0,176.2,3:58:08.612,16:08:53.187,0:09.815,0:44.314,0:29.404,,Michael Christensen,,GTDPRO,,AO Racing,Porsche,GF,
77,2,158,1:24.235,0,,10.108,0,44.813,0,29.314,0,174.7,3:59:32.847,16:10:17.422,0:10.108,0:44.813,0:29.314,,Michael Christensen,,GTDPRO,,AO Racing,Porsche,GF,
77,2,159,1:21.726,0,,10.094,0,43.198,0,28.434,0,180.1,4:00:54.573,16:11:39.148,0:10.094,0:43.198,0:28.434,,Michael Christensen,,GTDPRO,,AO Racing,Porsche,GF,
77,2,160,1:26.166,0,,9.765,0,43.067,0,33.334,0,170.8,4:02:20.739,16:13:05.314,0:09.765,0:43.067,0:33.334,,Michael Christensen,,GTDPRO,,AO Racing,Porsche,FCY,
77,2,161,1:46.466,0,,15.370,0,52.847,0,38.249,0,138.2,4:04:07.205,16:14:51.780,0:15.370,0:52.847,0:38.249,,Michael Christensen,,GTDPRO,,AO Racing,Porsche,FCY,
77,2,162,2:18.147,0,,12.720,0,1:00.384,0,1:05.043,0,106.5,4:06:25.352,16:17:09.927,0:12.720,1:00.384,1:05.043,,Michael Christensen,,GTDPRO,,AO Racing,Porsche,FCY,
77,2,163,2:25.321,0,,27.911,0,1:17.888,0,39.522,0,101.3,4:08:50.673,16:19:35.248,0:27.911,1:17.888,0:39.522,,Michael Christensen,,GTDPRO,,AO Racing,Porsche,FCY,
77,2,164,1:44.131,0,,12.426,0,54.846,0,36.859,0,141.3,4:10:34.804,16:21:19.379,0:12.426,0:54.846,0:36.859,,Michael Christensen,,GTDPRO,,AO Racing,Porsche,FCY,
77,2,165,1:35.950,0,,11.476,0,48.730,0,35.744,0,153.4,4:12:10.754,16:22:55.329,0:11.476,0:48.730,0:35.744,,Michael Christensen,,GTDPRO,,AO Racing,Porsche,FCY,
77,2,166,1:46.776,0,,11.557,0,50.984,0,44.235,0,137.8,4:13:57.530,16:24:42.105,0:11.557,0:50.984,0:44.235,,Michael Christensen,,GTDPRO,,AO Racing,Porsche,FCY,
77,2,167,2:00.854,0,,12.001,0,57.143,0,51.710,0,121.8,4:15:58.384,16:26:42.959,0:12.001,0:57.143,0:51.710,,Michael Christensen,,GTDPRO,,AO Racing,Porsche,FCY,
77,2,168,2:23.890,0,,19.065,0,1:08.473,0,56.352,0,102.3,4:18:22.274,16:29:06.849,0:19.065,1:08.473,0:56.352,,Michael Christensen,,GTDPRO,,AO Racing,Porsche,FCY,
77,2,169,2:32.108,0,,21.556,0,1:14.071,0,56.481,0,96.7,4:20:54.382,16:31:38.957,0:21.556,1:14.071,0:56.481,,Michael Christensen,,GTDPRO,,AO Racing,Porsche,FCY,
77,2,170,2:38.080,0,,22.664,0,1:19.695,0,55.721,0,93.1,4:23:32.462,16:34:17.037,0:22.664,1:19.695,0:55.721,,Michael Christensen,,GTDPRO,,AO Racing,Porsche,FCY,
77,2,171,2:25.861,0,,24.832,0,1:10.305,0,50.724,0,100.9,4:25:58.323,16:36:42.898,0:24.832,1:10.305,0:50.724,,Michael Christensen,,GTDPRO,,AO Racing,Porsche,FCY,
77,2,172,2:14.933,0,,23.247,0,1:13.748,0,37.938,0,109.1,4:28:13.256,16:38:57.831,0:23.247,1:13.748,0:37.938,,Michael Christensen,,GTDPRO,,AO Racing,Porsche,GF,
77,2,173,1:22.099,0,,10.098,0,43.722,0,28.279,0,179.2,4:29:35.355,16:40:19.930,0:10.098,0:43.722,0:28.279,,Michael Christensen,,GTDPRO,,AO Racing,Porsche,GF,
77,2,174,1:20.807,0,,9.741,0,42.755,0,28.311,0,182.1,4:30:56.162,16:41:40.737,0:09.741,0:42.755,0:28.311,,Michael Christensen,,GTDPRO,,AO Racing,Porsche,GF,
77,2,175,1:20.674,0,,9.781,0,42.635,0,28.258,0,182.4,4:32:16.836,16:43:01.411,0:09.781,0:42.635,0:28.258,,Michael Christensen,,GTDPRO,,AO Racing,Porsche,GF,
77,2,176,1:20.489,0,,9.659,0,42.582,0,28.248,0,182.8,4:33:37.325,16:44:21.900,0:09.659,0:42.582,0:28.248,,Michael Christensen,,GTDPRO,,AO Racing,Porsche,GF,
77,2,177,1:20.855,0,,9.720,0,42.909,0,28.226,0,182.0,4:34:58.180,16:45:42.755,0:09.720,0:42.909,0:28.226,,Michael Christensen,,GTDPRO,,AO Racing,Porsche,GF,
77,2,178,1:20.673,0,,9.743,0,42.751,0,28.179,0,182.4,4:36:18.853,16:47:03.428,0:09.743,0:42.751,0:28.179,,Michael Christensen,,GTDPRO,,AO Racing,Porsche,GF,
77,2,179,1:20.813,0,,9.698,0,42.710,0,28.405,0,182.1,4:37:39.666,16:48:24.241,0:09.698,0:42.710,0:28.405,,Michael Christensen,,GTDPRO,,AO Racing,Porsche,GF,
77,2,180,1:20.892,0,,9.797,0,42.836,0,28.259,0,181.9,4:39:00.558,16:49:45.133,0:09.797,0:42.836,0:28.259,,Michael Christensen,,GTDPRO,,AO Racing,Porsche,GF,
77,2,181,1:21.763,0,,9.734,0,43.671,0,28.358,0,180.0,4:40:22.321,16:51:06.896,0:09.734,0:43.671,0:28.358,,Michael Christensen,,GTDPRO,,AO Racing,Porsche,GF,
77,2,182,1:20.603,0,,9.766,0,42.601,0,28.236,0,182.6,4:41:42.924,16:52:27.499,0:09.766,0:42.601,0:28.236,,Michael Christensen,,GTDPRO,,AO Racing,Porsche,GF,
77,2,183,1:21.480,0,,9.894,0,43.274,0,28.312,0,180.6,4:43:04.404,16:53:48.979,0:09.894,0:43.274,0:28.312,,Michael Christensen,,GTDPRO,,AO Racing,Porsche,GF,
77,2,184,1:21.195,0,,9.945,0,42.957,0,28.293,0,181.2,4:44:25.599,16:55:10.174,0:09.945,0:42.957,0:28.293,,Michael Christensen,,GTDPRO,,AO Racing,Porsche,GF,
77,2,185,1:21.181,0,,9.713,0,42.778,0,28.690,0,181.3,4:45:46.780,16:56:31.355,0:09.713,0:42.778,0:28.690,,Michael Christensen,,GTDPRO,,AO Racing,Porsche,GF,
77,2,186,1:22.153,0,,9.762,0,43.364,0,29.027,0,179.1,4:47:08.933,16:57:53.508,0:09.762,0:43.364,0:29.027,,Michael Christensen,,GTDPRO,,AO Racing,Porsche,GF,
77,2,187,1:22.478,0,,10.132,0,43.354,0,28.992,0,178.4,4:48:31.411,16:59:15.986,0:10.132,0:43.354,0:28.992,,Michael Christensen,,GTDPRO,,AO Racing,Porsche,GF,
77,2,188,1:21.226,0,,9.785,0,43.054,0,28.387,0,181.2,4:49:52.637,17:00:37.212,0:09.785,0:43.054,0:28.387,,Michael Christensen,,GTDPRO,,AO Racing,Porsche,GF,
77,2,189,1:21.292,0,,9.858,0,43.178,0,28.256,0,181.0,4:51:13.929,17:01:58.504,0:09.858,0:43.178,0:28.256,,Michael Christensen,,GTDPRO,,AO Racing,Porsche,GF,
77,2,190,1:29.687,0,B,9.823,0,43.091,0,36.773,0,164.1,4:52:43.616,17:03:28.191,0:09.823,0:43.091,0:36.773,,Michael Christensen,,GTDPRO,,AO Racing,Porsche,GF,
77,2,191,2:17.611,0,,1:02.968,0,45.654,0,28.989,0,106.9,4:55:01.227,17:05:45.802,1:02.968,0:45.654,0:28.989,,Michael Christensen,0:01:06.864,GTDPRO,,AO Racing,Porsche,GF,
77,2,192,1:21.357,0,,9.972,0,42.985,0,28.400,0,180.9,4:56:22.584,17:07:07.159,0:09.972,0:42.985,0:28.400,,Michael Christensen,,GTDPRO,,AO Racing,Porsche,GF,
77,2,193,1:20.672,0,,9.706,0,42.727,0,28.239,0,182.4,4:57:43.256,17:08:27.831,0:09.706,0:42.727,0:28.239,,Michael Christensen,,GTDPRO,,AO Racing,Porsche,GF,
77,2,194,1:20.398,0,,9.625,0,42.501,0,28.272,0,183.0,4:59:03.654,17:09:48.229,0:09.625,0:42.501,0:28.272,,Michael Christensen,,GTDPRO,,AO Racing,Porsche,GF,
77,2,195,1:20.115,0,,9.628,0,42.293,1,28.194,0,183.7,5:00:23.769,17:11:08.344,0:09.628,0:42.293,0:28.194,,Michael Christensen,,GTDPRO,,AO Racing,Porsche,GF,
77,2,196,1:20.354,0,,9.532,1,42.344,0,28.478,0,183.1,5:01:44.123,17:12:28.698,0:09.532,0:42.344,0:28.478,,Michael Christensen,,GTDPRO,,AO Racing,Porsche,GF,
77,2,197,1:21.777,0,,9.586,0,43.937,0,28.254,0,180.0,5:03:05.900,17:13:50.475,0:09.586,0:43.937,0:28.254,,Michael Christensen,,GTDPRO,,AO Racing,Porsche,GF,
77,2,198,1:20.786,0,,9.583,0,42.453,0,28.750,0,182.2,5:04:26.686,17:15:11.261,0:09.583,0:42.453,0:28.750,,Michael Christensen,,GTDPRO,,AO Racing,Porsche,GF,
77,2,199,1:21.095,0,,9.816,0,42.882,0,28.397,0,181.5,5:05:47.781,17:16:32.356,0:09.816,0:42.882,0:28.397,,Michael Christensen,,GTDPRO,,AO Racing,Porsche,GF,
77,2,200,1:20.331,0,,9.589,0,42.619,0,28.123,1,183.2,5:07:08.112,17:17:52.687,0:09.589,0:42.619,0:28.123,,Michael Christensen,,GTDPRO,,AO Racing,Porsche,GF,
77,2,201,1:20.458,0,,9.607,0,42.557,0,28.294,0,182.9,5:08:28.570,17:19:13.145,0:09.607,0:42.557,0:28.294,,Michael Christensen,,GTDPRO,,AO Racing,Porsche,GF,
77,2,202,1:20.480,0,,9.610,0,42.638,0,28.232,0,182.9,5:09:49.050,17:20:33.625,0:09.610,0:42.638,0:28.232,,Michael Christensen,,GTDPRO,,AO Racing,Porsche,GF,
77,2,203,1:20.238,0,,9.576,0,42.414,0,28.248,0,183.4,5:11:09.288,17:21:53.863,0:09.576,0:42.414,0:28.248,,Michael Christensen,,GTDPRO,,AO Racing,Porsche,GF,
77,2,204,1:20.288,0,,9.622,0,42.494,0,28.172,0,183.3,5:12:29.576,17:23:14.151,0:09.622,0:42.494,0:28.172,,Michael Christensen,,GTDPRO,,AO Racing,Porsche,GF,
77,2,205,1:20.437,0,,9.630,0,42.678,0,28.129,0,182.9,5:13:50.013,17:24:34.588,0:09.630,0:42.678,0:28.129,,Michael Christensen,,GTDPRO,,AO Racing,Porsche,GF,
77,2,206,1:22.699,0,,9.644,0,44.306,0,28.749,0,177.9,5:15:12.712,17:25:57.287,0:09.644,0:44.306,0:28.749,,Michael Christensen,,GTDPRO,,AO Racing,Porsche,GF,
77,2,207,1:22.037,0,,9.948,0,43.921,0,28.168,0,179.4,5:16:34.749,17:27:19.324,0:09.948,0:43.921,0:28.168,,Michael Christensen,,GTDPRO,,AO Racing,Porsche,GF,
77,2,208,1:21.413,0,,9.601,0,43.605,0,28.207,0,180.8,5:17:56.162,17:28:40.737,0:09.601,0:43.605,0:28.207,,Michael Christensen,,GTDPRO,,AO Racing,Porsche,GF,
77,2,209,1:21.942,0,,9.704,0,43.967,0,28.271,0,179.6,5:19:18.104,17:30:02.679,0:09.704,0:43.967,0:28.271,,Michael Christensen,,GTDPRO,,AO Racing,Porsche,GF,
77,2,210,1:21.835,0,,9.670,0,43.844,0,28.321,0,179.8,5:20:39.939,17:31:24.514,0:09.670,0:43.844,0:28.321,,Michael Christensen,,GTDPRO,,AO Racing,Porsche,GF,
77,2,211,1:21.853,0,,9.735,0,43.759,0,28.359,0,179.8,5:22:01.792,17:32:46.367,0:09.735,0:43.759,0:28.359,,Michael Christensen,,GTDPRO,,AO Racing,Porsche,GF,
77,2,212,1:20.806,0,,9.614,0,42.912,0,28.280,0,182.1,5:23:22.598,17:34:07.173,0:09.614,0:42.912,0:28.280,,Michael Christensen,,GTDPRO,,AO Racing,Porsche,GF,
77,2,213,1:22.383,0,,9.626,0,44.582,0,28.175,0,178.6,5:24:44.981,17:35:29.556,0:09.626,0:44.582,0:28.175,,Michael Christensen,,GTDPRO,,AO Racing,Porsche,GF,
77,2,214,1:20.801,0,,9.602,0,42.750,0,28.449,0,182.1,5:26:05.782,17:36:50.357,0:09.602,0:42.750,0:28.449,,Michael Christensen,,GTDPRO,,AO Racing,Porsche,GF,
77,2,215,1:20.852,0,,9.617,0,42.889,0,28.346,0,182.0,5:27:26.634,17:38:11.209,0:09.617,0:42.889,0:28.346,,Michael Christensen,,GTDPRO,,AO Racing,Porsche,GF,
77,2,216,1:20.881,0,,9.564,0,43.151,0,28.166,0,181.9,5:28:47.515,17:39:32.090,0:09.564,0:43.151,0:28.166,,Michael Christensen,,GTDPRO,,AO Racing,Porsche,GF,
77,2,217,1:21.515,0,,9.597,0,43.571,0,28.347,0,180.5,5:30:09.030,17:40:53.605,0:09.597,0:43.571,0:28.347,,Michael Christensen,,GTDPRO,,AO Racing,Porsche,GF,
77,2,218,1:21.794,0,,10.008,0,43.482,0,28.304,0,179.9,5:31:30.824,17:42:15.399,0:10.008,0:43.482,0:28.304,,Michael Christensen,,GTDPRO,,AO Racing,Porsche,GF,
77,2,219,1:21.464,0,,9.742,0,43.370,0,28.352,0,180.6,5:32:52.288,17:43:36.863,0:09.742,0:43.370,0:28.352,,Michael Christensen,,GTDPRO,,AO Racing,Porsche,GF,
77,2,220,1:22.281,0,,9.819,0,43.964,0,28.498,0,178.8,5:34:14.569,17:44:59.144,0:09.819,0:43.964,0:28.498,,Michael Christensen,,GTDPRO,,AO Racing,Porsche,GF,
77,2,221,1:21.936,0,,9.843,0,43.641,0,28.452,0,179.6,5:35:36.505,17:46:21.080,0:09.843,0:43.641,0:28.452,,Michael Christensen,,GTDPRO,,AO Racing,Porsche,GF,
77,2,222,1:22.453,0,,9.919,0,43.820,0,28.714,0,178.5,5:36:58.958,17:47:43.533,0:09.919,0:43.820,0:28.714,,Michael Christensen,,GTDPRO,,AO Racing,Porsche,GF,
77,2,223,1:30.454,0,B,9.779,0,43.758,0,36.917,0,162.7,5:38:29.412,17:49:13.987,0:09.779,0:43.758,0:36.917,,Michael Christensen,,GTDPRO,,AO Racing,Porsche,GF,
77,1,224,2:29.322,0,,1:13.679,0,46.604,0,29.039,0,98.6,5:40:58.734,17:51:43.309,1:13.679,0:46.604,0:29.039,,Julien Andlauer,0:01:17.454,GTDPRO,,AO Racing,Porsche,GF,
77,1,225,1:21.347,0,,9.971,0,43.072,0,28.304,0,180.9,5:42:20.081,17:53:04.656,0:09.971,0:43.072,0:28.304,,Julien Andlauer,,GTDPRO,,AO Racing,Porsche,GF,
77,1,226,1:20.177,0,,9.671,0,42.375,0,28.131,0,183.5,5:43:40.258,17:54:24.833,0:09.671,0:42.375,0:28.131,,Julien Andlauer,,GTDPRO,,AO Racing,Porsche,GF,
77,1,227,1:20.153,0,,9.603,0,42.350,0,28.200,0,183.6,5:45:00.411,17:55:44.986,0:09.603,0:42.350,0:28.200,,Julien Andlauer,,GTDPRO,,AO Racing,Porsche,GF,
77,1,228,1:19.790,0,,9.585,0,42.006,1,28.199,0,184.4,5:46:20.201,17:57:04.776,0:09.585,0:42.006,0:28.199,,Julien Andlauer,,GTDPRO,,AO Racing,Porsche,GF,
77,1,229,1:19.991,0,,9.502,1,42.469,0,28.020,0,184.0,5:47:40.192,17:58:24.767,0:09.502,0:42.469,0:28.020,,Julien Andlauer,,GTDPRO,,AO Racing,Porsche,GF,
77,1,230,1:20.829,0,,9.603,0,42.816,0,28.410,0,182.1,5:49:01.021,17:59:45.596,0:09.603,0:42.816,0:28.410,,Julien Andlauer,,GTDPRO,,AO Racing,Porsche,GF,
77,1,231,1:21.286,0,,9.744,0,43.063,0,28.479,0,181.0,5:50:22.307,18:01:06.882,0:09.744,0:43.063,0:28.479,,Julien Andlauer,,GTDPRO,,AO Racing,Porsche,GF,
77,1,232,1:20.157,0,,9.762,0,42.196,0,28.199,0,183.6,5:51:42.464,18:02:27.039,0:09.762,0:42.196,0:28.199,,Julien Andlauer,,GTDPRO,,AO Racing,Porsche,GF,
77,1,233,1:20.017,0,,9.612,0,42.303,0,28.102,0,183.9,5:53:02.481,18:03:47.056,0:09.612,0:42.303,0:28.102,,Julien Andlauer,,GTDPRO,,AO Racing,Porsche,GF,
77,1,234,1:20.912,0,,9.717,0,42.964,0,28.231,0,181.9,5:54:23.393,18:05:07.968,0:09.717,0:42.964,0:28.231,,Julien Andlauer,,GTDPRO,,AO Racing,Porsche,GF,
77,1,235,1:22.708,0,,9.660,0,44.976,0,28.072,0,177.9,5:55:46.101,18:06:30.676,0:09.660,0:44.976,0:28.072,,Julien Andlauer,,GTDPRO,,AO Racing,Porsche,GF,
77,1,236,1:20.977,0,,9.625,0,43.288,0,28.064,0,181.7,5:57:07.078,18:07:51.653,0:09.625,0:43.288,0:28.064,,Julien Andlauer,,GTDPRO,,AO Racing,Porsche,GF,
77,1,237,1:20.963,0,,9.797,0,42.781,0,28.385,0,181.8,5:58:28.041,18:09:12.616,0:09.797,0:42.781,0:28.385,,Julien Andlauer,,GTDPRO,,AO Racing,Porsche,GF,
77,1,238,1:21.301,0,,9.702,0,43.381,0,28.218,0,181.0,5:59:49.342,18:10:33.917,0:09.702,0:43.381,0:28.218,,Julien Andlauer,,GTDPRO,,AO Racing,Porsche,GF,
77,1,239,1:21.796,0,,9.859,0,43.726,0,28.211,0,179.9,6:01:11.138,18:11:55.713,0:09.859,0:43.726,0:28.211,,Julien Andlauer,,GTDPRO,,AO Racing,Porsche,GF,
77,1,240,1:22.199,0,,9.753,0,44.236,0,28.210,0,179.0,6:02:33.337,18:13:17.912,0:09.753,0:44.236,0:28.210,,Julien Andlauer,,GTDPRO,,AO Racing,Porsche,GF,
77,1,241,1:20.975,0,,9.861,0,42.663,0,28.451,0,181.7,6:03:54.312,18:14:38.887,0:09.861,0:42.663,0:28.451,,Julien Andlauer,,GTDPRO,,AO Racing,Porsche,GF,
77,1,242,1:21.012,0,,9.787,0,43.176,0,28.049,0,181.6,6:05:15.324,18:15:59.899,0:09.787,0:43.176,0:28.049,,Julien Andlauer,,GTDPRO,,AO Racing,Porsche,GF,
77,1,243,1:21.124,0,,9.595,0,43.521,0,28.008,1,181.4,6:06:36.448,18:17:21.023,0:09.595,0:43.521,0:28.008,,Julien Andlauer,,GTDPRO,,AO Racing,Porsche,GF,
77,1,244,1:21.617,0,,9.642,0,43.434,0,28.541,0,180.3,6:07:58.065,18:18:42.640,0:09.642,0:43.434,0:28.541,,Julien Andlauer,,GTDPRO,,AO Racing,Porsche,GF,
77,1,245,1:21.623,0,,9.837,0,43.489,0,28.297,0,180.3,6:09:19.688,18:20:04.263,0:09.837,0:43.489,0:28.297,,Julien Andlauer,,GTDPRO,,AO Racing,Porsche,GF,
77,1,246,1:21.675,0,,9.706,0,43.671,0,28.298,0,180.2,6:10:41.363,18:21:25.938,0:09.706,0:43.671,0:28.298,,Julien Andlauer,,GTDPRO,,AO Racing,Porsche,GF,
77,1,247,1:21.169,0,,9.698,0,42.948,0,28.523,0,181.3,6:12:02.532,18:22:47.107,0:09.698,0:42.948,0:28.523,,Julien Andlauer,,GTDPRO,,AO Racing,Porsche,GF,
77,1,248,1:21.028,0,,9.719,0,42.868,0,28.441,0,181.6,6:13:23.560,18:24:08.135,0:09.719,0:42.868,0:28.441,,Julien Andlauer,,GTDPRO,,AO Racing,Porsche,GF,
77,1,249,1:22.892,0,,9.788,0,44.497,0,28.607,0,177.5,6:14:46.452,18:25:31.027,0:09.788,0:44.497,0:28.607,,Julien Andlauer,,GTDPRO,,AO Racing,Porsche,GF,
77,1,250,1:20.942,0,,9.905,0,42.754,0,28.283,0,181.8,6:16:07.394,18:26:51.969,0:09.905,0:42.754,0:28.283,,Julien Andlauer,,GTDPRO,,AO Racing,Porsche,GF,
77,1,251,1:20.263,0,,9.640,0,42.484,0,28.139,0,183.3,6:17:27.657,18:28:12.232,0:09.640,0:42.484,0:28.139,,Julien Andlauer,,GTDPRO,,AO Racing,Porsche,GF,
77,1,252,1:20.343,0,,9.650,0,42.607,0,28.086,0,183.2,6:18:48.000,18:29:32.575,0:09.650,0:42.607,0:28.086,,Julien Andlauer,,GTDPRO,,AO Racing,Porsche,GF,
77,1,253,1:20.734,0,,9.677,0,42.592,0,28.465,0,182.3,6:20:08.734,18:30:53.309,0:09.677,0:42.592,0:28.465,,Julien Andlauer,,GTDPRO,,AO Racing,Porsche,GF,
77,1,254,1:23.355,0,,9.662,0,44.423,0,29.270,0,176.5,6:21:32.089,18:32:16.664,0:09.662,0:44.423,0:29.270,,Julien Andlauer,,GTDPRO,,AO Racing,Porsche,GF,
77,1,255,1:23.092,0,,10.296,0,43.241,0,29.555,0,177.1,6:22:55.181,18:33:39.756,0:10.296,0:43.241,0:29.555,,Julien Andlauer,,GTDPRO,,AO Racing,Porsche,GF,
77,1,256,1:21.689,0,,10.062,0,43.365,0,28.262,0,180.1,6:24:16.870,18:35:01.445,0:10.062,0:43.365,0:28.262,,Julien Andlauer,,GTDPRO,,AO Racing,Porsche,GF,
77,1,257,1:20.979,0,,9.760,0,42.870,0,28.349,0,181.7,6:25:37.849,18:36:22.424,0:09.760,0:42.870,0:28.349,,Julien Andlauer,,GTDPRO,,AO Racing,Porsche,GF,
77,1,258,1:21.571,0,,9.833,0,43.032,0,28.706,0,180.4,6:26:59.420,18:37:43.995,0:09.833,0:43.032,0:28.706,,Julien Andlauer,,GTDPRO,,AO Racing,Porsche,GF,
77,1,259,1:21.445,0,,9.877,0,43.174,0,28.394,0,180.7,6:28:20.865,18:39:05.440,0:09.877,0:43.174,0:28.394,,Julien Andlauer,,GTDPRO,,AO Racing,Porsche,GF,
